name,suicides,homicides,housing_problems,tasa_homicidios,prop_hombres,prop_mujeres
middlesex county,111.71428571428572,NA,NA,NA,NA,NA
suffolk county,NA,54.04761904761905,24.465300074,NA,NA,NA
dukes county,NA,NA,24.429967427,76.42529278808993,NA,NA
nantucket county,NA,NA,NA,116.20345421556055,0.513729274497763,0.48627072550223704
hampshire county,NA,NA,NA,NA,0.4664676988124106,0.5335323011875894
